,BER
0,0.240796875
1,0.224484375
2,0.208828125
3,0.190046875
4,0.172859375
5,0.153328125
6,0.13978125
7,0.126296875
8,0.11096875
9,0.095875
10,0.085484375
11,0.077578125
12,0.066828125
13,0.060765625
14,0.059890625
15,0.054546875
