,BER
0,0.2469375
1,0.2293203125
2,0.2135859375
3,0.1974296875
4,0.18425
5,0.1711875
6,0.1605
7,0.149625
8,0.1429296875
9,0.1334609375
10,0.1259921875
11,0.12253125
12,0.1205078125
13,0.114765625
14,0.11465625
15,0.1115546875
