,BER
0,0.2389375
1,0.220015625
2,0.20446875
3,0.189203125
4,0.17253125
5,0.15634375
6,0.14396875
7,0.13225
8,0.1195625
9,0.10778125
10,0.099609375
11,0.09515625
12,0.08796875
13,0.07684375
14,0.078109375
15,0.075546875
