,BER
0,0.121109375
1,0.0996875
2,0.08140625
3,0.061359375
4,0.04584375
5,0.031046875
6,0.02065625
7,0.014859375
8,0.01246875
9,0.012546875
10,0.01325
11,0.0145625
12,0.01521875
13,0.018234375
14,0.020421875
15,0.01965625
