,BER
0,0.118140625
1,0.10003125
2,0.081953125
3,0.06221875
4,0.047390625
5,0.030359375
6,0.020421875
7,0.013921875
8,0.0098125
9,0.0108125
10,0.009984375
11,0.010921875
12,0.0109375
13,0.01240625
14,0.014453125
15,0.01434375
