,BER
0,0.131703125
1,0.108421875
2,0.086921875
3,0.066140625
4,0.047515625
5,0.03303125
6,0.021390625
7,0.012234375
8,0.00771875
9,0.003953125
10,0.002609375
11,0.001671875
12,0.001265625
13,0.00128125
14,0.00121875
15,0.001609375
