,BER
0,0.056171875
1,0.03925
2,0.02553125
3,0.016015625
4,0.00884375
5,0.00415625
6,0.0025
7,0.001515625
8,0.000625
9,0.000390625
10,0.000234375
11,0.00028125
12,0.00015625
13,0.000140625
14,0.00015625
15,0.000265625
