,BER
0,0.058296875
1,0.03865625
2,0.0259375
3,0.01553125
4,0.008328125
5,0.00496875
6,0.00234375
7,0.00115625
8,0.000875
9,0.000484375
10,0.000265625
11,0.00028125
12,0.00015625
13,0.000109375
14,0.00021875
15,0.000203125
