,BER
0,0.158375
1,0.1368984375
2,0.111890625
3,0.088609375
4,0.0654921875
5,0.0439296875
6,0.02703125
7,0.0130546875
8,0.0058203125
9,0.002703125
10,0.001078125
11,0.0009609375
12,0.00065625
13,0.0003828125
14,0.0002890625
15,0.000140625
