,BER
0,0.250921875
1,0.229953125
2,0.213484375
3,0.19528125
4,0.179125
5,0.16509375
6,0.1531796875
7,0.144734375
8,0.130875
9,0.123859375
10,0.1171015625
11,0.11040625
12,0.105578125
13,0.100609375
14,0.0986875
15,0.09584375
